ENSEMBL,SYMBOL,ENTREZID,biotype,geneloc,fc,P.Value,adj.P.Val,t
ENSG00000101882,NKAP,79576,protein_coding,chrX:119059014-119077735,-1.038248374,0.020508484,0.029031798,-2.32791124
ENSG00000165555,NOXRED1,122945,protein_coding,chr14:77860364-77889860,-1.127854862,0.088811429,0.113834697,-1.706634847
ENSG00000254132,MTND6P3,106478942,pseudogene,chr5:93904634-93905175,1.209823575,0.091408971,0.116925387,1.692847447
ENSG00000226259,GTF2H2B,NA,pseudogene,chr5:69711179-69743885,-1.2171594,0.058295072,0.077136573,-1.899936827
ENSG00000272733,KB-208E9.1,NA,lincRNA,chr22:23923067-23926046,1.191728264,0.094062523,0.120024149,1.679085624
ENSG00000204052,LRRC73,221424,protein_coding,chr6:43474707-43478424,1.117296922,0.051797623,0.069093421,1.951737817
ENSG00000186842,LINC00846,NA,lincRNA,chr21:33944548-33948191,1.103989399,0.064115013,0.084210218,1.857482002
ENSG00000226441,PLCL2-AS1,NA,antisense,chr3:17084234-17085684,-1.183622425,0.109905259,0.138437459,-1.602848325
ENSG00000153015,CWC27,10283,protein_coding,chr5:64064757-64314590,-1.040476191,0.017222817,0.02462383,-2.393767878
ENSG00000197134,ZNF257,113835,protein_coding,chr19:22235254-22274282,-1.110529507,0.048076449,0.06442331,-1.983916142
ENSG00000214439,FAM185BP,NA,pseudogene,chr7:76713203-76751433,-1.125802751,0.069418036,0.090585633,-1.821497053
ENSG00000225536,RP6-145B8.3,NA,pseudogene,chrX:85339720-85341343,-1.128509717,0.087102654,0.111843812,-1.715883774
ENSG00000174599,TRAM1L1,133022,protein_coding,chr4:118004718-118006736,1.112621104,0.050092045,0.066955862,1.966236315
ENSG00000214309,MBLAC1,255374,protein_coding,chr7:99724317-99726118,1.083311631,0.054265768,0.072195706,1.931451545
ENSG00000115641,FHL2,2274,protein_coding,chr2:105974169-106054970,-1.117243112,0.015538255,0.022361529,-2.431951224
ENSG00000247324,RP11-510M2.2,NA,antisense,chr16:71496181-71499844,1.167925183,0.103162937,0.13063366,1.63414284
ENSG00000167701,GPT,2875,protein_coding,chr8:145728356-145732557,-1.080837832,0.021278777,0.030062837,-2.31382281
ENSG00000212829,RPS26P3,NA,pseudogene,chr9:9090876-9091311,1.184030849,0.102827986,0.1302492,1.635739567
ENSG00000261061,RP11-303E16.2,NA,sense_intronic,chr16:81064375-81065090,1.080093308,0.037616007,0.051248819,2.087257441
ENSG00000154330,PGM5,5239,protein_coding,chr9:70943224-71145977,1.049472813,0.015321955,0.022070115,2.437116051
ENSG00000270599,RP11-324O2.6,NA,antisense,chr10:114172053-114179765,-1.170433886,0.106953497,0.135030414,-1.616355319
ENSG00000102445,KIAA0226L,80183,protein_coding,chr13:46916139-47012325,1.132737729,0.079249197,0.102457847,1.760389228
ENSG00000131381,ZFYVE20,64145,protein_coding,chr3:15111580-15140670,1.033387424,0.016908568,0.024209518,2.400633095
ENSG00000141480,ARRB2,409,protein_coding,chr17:4613784-4624794,-1.068371606,0.0182944,0.026080533,-2.371158835
ENSG00000221946,FXYD7,53822,protein_coding,chr19:35634154-35645204,1.169235954,0.107014323,0.135099,1.616074012
ENSG00000072163,LIMS2,55679,protein_coding,chr2:128395956-128439360,-1.05823349,0.015636511,0.022492028,-2.429626034
ENSG00000158887,MPZ,4359,protein_coding,chr1:161274525-161279762,1.16614543,0.034008966,0.046695759,2.12864308
ENSG00000094880,CDC23,8697,protein_coding,chr5:137523339-137549032,-1.028392013,0.017877337,0.025510468,-2.37981619
ENSG00000267744,RP11-799D4.1,NA,pseudogene,chr17:33517980-33518721,1.14617809,0.083010216,0.1069723,1.738648165
ENSG00000135119,RNFT2,84900,protein_coding,chr12:117176096-117291436,1.111637339,0.065383729,0.085709265,1.848654763
ENSG00000248866,USP46-AS1,643783,lincRNA,chr4:53525573-53527835,1.073418285,0.030232099,0.041838922,2.176233517
ENSG00000151006,PRSS53,339105,protein_coding,chr16:31094746-31100949,1.095803271,0.062137056,0.081803621,1.871537333
ENSG00000224479,AC136289.1,NA,pseudogene,chr3:63727969-63813121,-1.170883281,0.083822934,0.107939298,-1.734055923
ENSG00000163788,SNRK,54861,protein_coding,chr3:43328004-43466256,1.059443416,0.016698416,0.02393501,2.40528719
ENSG00000127366,TAS2R5,54429,protein_coding,chr7:141490017-141491166,-1.114551755,0.077770929,0.100663822,-1.769165616
ENSG00000233090,AC015922.7,NA,pseudogene,chr17:15696176-15696359,-1.160440842,0.102730072,0.130188659,-1.636207113
ENSG00000219186,FTH1P19,NA,pseudogene,chrX:37351274-37351801,-1.154049766,0.108302504,0.136542761,-1.610146096
ENSG00000133142,TCEAL4,79921,protein_coding,chrX:102831159-102842657,1.035460406,0.015876383,0.022816536,2.424003317
ENSG00000135744,AGT,183,protein_coding,chr1:230838269-230850043,1.082617564,0.015960719,0.022932981,2.422044259
ENSG00000225518,RP11-396C23.2,NA,lincRNA,chr1:226271340-226277993,1.142330626,0.089537832,0.114694304,1.702746704
ENSG00000202533,Y_RNA,NA,misc_RNA,chr5:131803839-131803949,1.131988812,0.08643012,0.111076334,1.7195643
ENSG00000160282,FTCD,10841,protein_coding,chr21:47556176-47575481,-1.214950019,0.065377672,0.085709265,-1.848696568
ENSG00000184368,MAP7D2,256714,protein_coding,chrX:20024831-20135035,-1.140093661,0.06402526,0.084097651,-1.858111932
ENSG00000248019,FAM13A-AS1,285512,antisense,chr4:89630940-89651254,-1.061364901,0.023174203,0.032585635,-2.280967475
ENSG00000229222,KRT18P4,NA,pseudogene,chr20:48573282-48574569,1.163523539,0.1058213,0.133730992,1.621614899
ENSG00000140497,SCAMP2,10066,protein_coding,chr15:75136071-75165706,-1.036386581,0.017540425,0.025057234,-2.38694053
ENSG00000216285,RP11-490H24.5,NA,pseudogene,chr12:104424557-104425321,1.122335951,0.092982985,0.118770631,1.684646064
ENSG00000263272,CTC-524C5.2,NA,antisense,chr17:5328459-5336196,1.146734584,0.077994713,0.100922051,1.767828308
ENSG00000173566,NUDT18,NA,protein_coding,chr8:21964383-21966932,1.068791669,0.035189219,0.04817624,2.114703731
ENSG00000263120,RP5-1107A17.4,NA,sense_intronic,chr17:55060110-55062465,-1.148754617,0.077630677,0.100501065,-1.77000535
ENSG00000266680,RP5-1148A21.3,NA,antisense,chr6:64280910-64282313,1.139569327,0.097170686,0.123648523,1.663358145
ENSG00000099251,HSD17B7P2,158160,pseudogene,chr10:38645305-38667433,1.090953024,0.04158978,0.056312042,2.045420701
ENSG00000227347,HNRNPKP2,NA,pseudogene,chr2:136956684-136958073,1.087333815,0.065787751,0.086178471,1.845873529
ENSG00000250551,RP11-254I22.1,NA,lincRNA,chr5:95385819-95551223,-1.161126758,0.100416532,0.127435478,-1.647359473
ENSG00000145241,CENPC,1060,protein_coding,chr4:68337521-68411324,-1.051327951,0.023386147,0.032874756,-2.277440949
ENSG00000106089,STX1A,6804,protein_coding,chr7:73113536-73134002,1.07255982,0.053331069,0.071024926,1.939041165
ENSG00000243547,HNRNPKP4,NA,pseudogene,chr3:96068398-96069783,1.078134572,0.061074341,0.080537209,1.879243151
ENSG00000273210,AP001437.1,NA,antisense,chr21:38737779-38738234,-1.129492593,0.093078896,0.118885836,-1.684149946
ENSG00000179163,FUCA1,2517,protein_coding,chr1:24171567-24194784,1.06226825,0.01846286,0.026306252,2.367711121
ENSG00000263350,RP11-13N13.2,NA,lincRNA,chr18:19210099-19213485,-1.109043324,0.069583277,0.090772761,-1.820412772
ENSG00000214826,DDX12P,NA,pseudogene,chr12:9570309-9600825,1.091671136,0.041943242,0.056757342,2.041866561
ENSG00000119715,ESRRB,2103,protein_coding,chr14:76776957-76968178,1.10021029,0.028039923,0.03900252,2.20626364
ENSG00000142178,SIK1,150094,protein_coding,chr21:44834395-44847008,-1.220498869,0.019012238,0.027038963,-2.356656375
ENSG00000144136,SLC20A1,6574,protein_coding,chr2:113403434-113421404,1.068133963,0.018524724,0.026379928,2.366451938
ENSG00000196123,KIAA0895L,653319,protein_coding,chr16:67209505-67217943,1.056568245,0.020830389,0.029467415,2.321968271
ENSG00000254554,RP11-351I24.1,NA,antisense,chr11:10324204-10325251,-1.178880528,0.114000454,0.143179224,-1.58457798
ENSG00000152778,IFIT5,24138,protein_coding,chr10:91174343-91180758,1.070053884,0.019215149,0.027301383,2.352644213
ENSG00000236008,AC011747.4,101929567,lincRNA,chr2:8699963-8723922,-1.186834138,0.108259984,0.136505717,-1.610340868
ENSG00000225555,AP000320.6,NA,antisense,chr21:35743101-35747647,1.170795893,0.113551023,0.142666494,1.586557439
ENSG00000264345,RP11-958F21.1,NA,lincRNA,chr18:22513451-22567646,-1.175831164,0.110278795,0.138849054,-1.601159672
ENSG00000178386,ZNF223,7766,protein_coding,chr19:44555520-44572144,-1.077767125,0.058949121,0.077937504,-1.894994135
ENSG00000165792,METTL17,64745,protein_coding,chr14:21457929-21465189,-1.033432803,0.016991723,0.024321876,-2.398805583
ENSG00000248830,ZNF807,NA,pseudogene,chr19:35033367-35036300,-1.114045021,0.088323075,0.113284892,-1.709263297
ENSG00000230658,KLHL7-AS1,100775104,lincRNA,chr7:23140847-23145322,1.212493684,0.079232568,0.102447237,1.76048721
ENSG00000189269,C22orf43,51233,protein_coding,chr22:23950639-23974508,1.203536304,0.095475801,0.121660705,1.671883337
ENSG00000114790,ARHGEF26,26084,protein_coding,chr3:153838792-153975616,1.095003932,0.030384689,0.042030501,2.174214031
ENSG00000184640,9-Sep,10801,protein_coding,chr17:75276651-75496678,-1.045007135,0.016804229,0.024076716,-2.402937392
ENSG00000204164,BMS1P5,NA,pseudogene,chr10:48901102-48950972,1.152884828,0.040035481,0.054352736,2.061361265
ENSG00000111775,COX6A1,1337,protein_coding,chr12:120875893-120878545,1.053751714,0.018507009,0.026358314,2.366812128
ENSG00000265768,MIR4506,100616140,miRNA,chr14:94414572-94414648,-1.172796758,0.093869912,0.119815161,-1.680073936
ENSG00000188739,RBM34,23029,protein_coding,chr1:235294498-235324772,-1.061700251,0.054175957,0.07208545,-1.932176018
ENSG00000103876,FAH,2184,protein_coding,chr15:80444832-80479288,1.075756394,0.019427689,0.027586389,2.348481367
ENSG00000230333,AC004538.3,NA,processed_transcript,chr7:11221359-11559802,-1.188897345,0.098742012,0.125502003,-1.655560478
ENSG00000256576,RP13-977J11.2,100996246,lincRNA,chr12:132671287-132674240,1.158278342,0.085673271,0.110171797,1.723734135
ENSG00000268423,AC011551.3,NA,protein_coding,chr19:47050313-47104118,1.168214587,0.117571962,0.147344286,1.5690631
ENSG00000228861,RPL23AP12,NA,pseudogene,chr21:40499494-40499966,1.149545175,0.127904813,0.159323259,1.526173835
ENSG00000168028,RPSA,3921,protein_coding,chr3:39448180-39454033,-1.0499937,0.016362062,0.023482045,-2.41284483
ENSG00000179476,C14orf28,122525,protein_coding,chr14:45366498-45376460,1.058591557,0.024236099,0.033982212,2.263572771
ENSG00000260672,RP11-1006G14.1,NA,lincRNA,chr15:72908151-72910591,-1.160448578,0.120780163,0.151091535,-1.555440123
ENSG00000110955,ATP5B,506,protein_coding,chr12:57031959-57039798,-1.030464487,0.016924406,0.024230526,-2.400284402
ENSG00000259349,RP11-15E18.1,NA,antisense,chr17:58603654-58628159,-1.161835053,0.123433078,0.154178205,-1.544388327
ENSG00000233837,EIF3LP2,NA,pseudogene,chr10:43062125-43062931,1.152530743,0.108950908,0.137293604,1.607183473
ENSG00000198908,BHLHB9,80823,protein_coding,chrX:101975616-102008468,1.046725179,0.028699573,0.039861371,2.197019778
ENSG00000085721,RRN3,54700,protein_coding,chr16:15153879-15188174,-1.067943132,0.017786575,0.02538967,-2.381723733
ENSG00000166111,SVOP,55530,protein_coding,chr12:109304658-109459045,1.281134775,0.033525164,0.046080193,2.134477284
ENSG00000197620,CXorf40A,91966,protein_coding,chrX:148621900-148632055,-1.056013036,0.022169591,0.031251274,-2.298076001
ENSG00000141424,SLC39A6,25800,protein_coding,chr18:33688495-33709348,-1.041080228,0.019342351,0.027478356,-2.350147984
ENSG00000137204,SLC22A7,10864,protein_coding,chr6:43263432-43273276,1.184451458,0.117957748,0.147801023,1.567409568
ENSG00000132382,MYBBP1A,10514,protein_coding,chr17:4442192-4458926,1.043173072,0.022178146,0.031261212,2.297927488
ENSG00000183044,ABAT,18,protein_coding,chr16:8768422-8878432,1.129698527,0.019391365,0.027540456,2.349189967
ENSG00000235912,RP1-159A19.3,NA,pseudogene,chr1:27975930-27976121,1.085413271,0.070709612,0.092149533,1.813078028
ENSG00000259716,RP5-977B1.11,NA,antisense,chr20:35177530-35232932,1.200214083,0.034429707,0.047220416,2.12362698
ENSG00000105085,MED26,9441,protein_coding,chr19:16685718-16739873,1.048851881,0.035587385,0.04866685,2.110091599
ENSG00000260824,CTD-2235H24.2,NA,antisense,chr15:75192333-75193030,-1.125578607,0.084074243,0.108229378,-1.732643237
ENSG00000187953,PMS2CL,441194,pseudogene,chr7:6749759-6793493,-1.072829308,0.036375195,0.049671522,-2.101094863
ENSG00000263535,AK4P1,NA,pseudogene,chr17:29672539-29673205,1.264384538,0.075244259,0.097618364,1.784487528
ENSG00000260018,RP11-505K9.1,NA,antisense,chr16:84150656-84151176,1.137390854,0.091490035,0.117014673,1.692422296
ENSG00000224189,HOXD-AS1,401022,antisense,chr2:177037923-177053686,-1.246400357,0.074381459,0.096553257,-1.789816245
ENSG00000259049,RP11-589M4.1,NA,antisense,chr14:53241955-53244458,-1.154809715,0.105900369,0.133822777,-1.621246134
ENSG00000063438,AHRR,57491,protein_coding,chr5:304291-438406,-1.232521996,0.090444129,0.115748211,-1.697931276
ENSG00000106772,PRUNE2,158471,protein_coding,chr9:79226292-79521003,1.192249242,0.034118439,0.046836787,2.127332829
ENSG00000123405,NFE2,4778,protein_coding,chr12:54685895-54694905,1.182860172,0.076382561,0.098996257,1.77753343
ENSG00000269220,LINC00528,200298,lincRNA,chr22:18260088-18262247,1.146646057,0.101597604,0.128824199,1.641640766
ENSG00000120327,PCDHB14,56122,protein_coding,chr5:140602931-140605858,-1.076359121,0.035266845,0.048269795,-2.113801059
ENSG00000198732,SMOC1,64093,protein_coding,chr14:70320848-70499083,1.235951804,0.050100034,0.066962234,1.966167437
ENSG00000174125,TLR1,7096,protein_coding,chr4:38792298-38858438,-1.073422487,0.039690275,0.053912256,-2.064973015
ENSG00000204843,DCTN1,1639,protein_coding,chr2:74588281-74619214,1.051197648,0.016872709,0.024164836,2.401423607
ENSG00000167549,CORO6,84940,protein_coding,chr17:27941774-27949925,-1.047500278,0.017152324,0.024531483,-2.395298233
ENSG00000129204,USP6,9098,protein_coding,chr17:5019733-5078329,1.475046181,0.0968875,0.123318376,1.664774203
ENSG00000258388,PPT2-EGFL8,100532746,protein_coding,chr6:32121622-32139755,1.124285288,0.090740298,0.116105789,1.696366102
ENSG00000272862,RP11-814H16.2,NA,lincRNA,chr4:41990758-41991254,1.133301933,0.096312129,0.122653656,1.667661576
ENSG00000172716,SLFN11,91607,protein_coding,chr17:33677324-33700720,-1.057026934,0.018496658,0.026345376,-2.367022742
ENSG00000157014,TATDN2,9797,protein_coding,chr3:10289707-10322902,-1.043767339,0.022413584,0.0315738,-2.293859512
ENSG00000260987,RP11-423G4.7,NA,lincRNA,chr12:109301517-109303778,1.259447899,0.080460035,0.103898589,1.753299645
ENSG00000198633,ZNF534,147658,protein_coding,chr19:52932440-52955568,1.155306017,0.08726435,0.112023749,1.715002315
ENSG00000119772,DNMT3A,1788,protein_coding,chr2:25455845-25565459,1.046575231,0.026105816,0.036440547,2.234496791
ENSG00000177082,WDR73,84942,protein_coding,chr15:85185999-85197574,-1.043352964,0.021290136,0.03007684,-2.313618424
ENSG00000261226,RP11-830F9.7,NA,sense_intronic,chr16:89003187-89006059,-1.146653744,0.102740436,0.130193853,-1.636157607
ENSG00000242358,RPS21P4,NA,pseudogene,chr4:16257931-16258178,1.121506438,0.083972904,0.108112318,1.73321248
ENSG00000148426,PROSER2,254427,protein_coding,chr10:11865338-11914276,1.101354456,0.068162376,0.089103752,1.829806745
ENSG00000165091,TMC1,117531,protein_coding,chr9:75136717-75451267,1.176276022,0.123916336,0.154726033,1.542395233
ENSG00000173530,TNFRSF10D,8793,protein_coding,chr8:22993101-23021543,-1.088654474,0.028379018,0.039453063,-2.201488578
ENSG00000272783,RP13-1016M1.2,NA,lincRNA,chr4:1552011-1552299,-1.170212942,0.107614702,0.135741495,-1.613304181
ENSG00000258810,RP11-219E7.1,NA,antisense,chr14:21252047-21252452,-1.141013908,0.088070327,0.112992211,-1.710628281
ENSG00000261221,ZNF865,100507290,protein_coding,chr19:56116771-56128635,-1.051359575,0.028065663,0.03903571,-2.205899432
ENSG00000271730,RP11-787I22.3,NA,antisense,chr6:109319685-109320328,1.116359264,0.083932209,0.108070956,1.733441229
ENSG00000145675,PIK3R1,5295,protein_coding,chr5:67511548-67597649,-1.082227366,0.017231057,0.024632221,-2.393589356
ENSG00000178715,RP11-169K16.8,NA,pseudogene,chr1:16154724-16155167,1.177025089,0.090247504,0.115503688,1.698972681
ENSG00000089159,PXN,5829,protein_coding,chr12:120648250-120703574,1.051005537,0.017137159,0.024516543,2.395628189
ENSG00000037897,METTL1,4234,protein_coding,chr12:58162254-58166576,-1.062586305,0.032210934,0.044391234,-2.150699099
ENSG00000254759,NAP1L1P1,NA,pseudogene,chr11:125937434-125938496,1.132872476,0.102719909,0.130183718,1.636255662
ENSG00000232129,AC011385.2,NA,pseudogene,chr5:137887850-137888050,-1.169375413,0.130574626,0.162347212,-1.515535077
ENSG00000173915,USMG5,84833,protein_coding,chr10:105148798-105156223,-1.038190594,0.017112102,0.024482382,-2.396173911
ENSG00000272030,RP1-178F15.4,NA,antisense,chr1:153603914-153606873,1.102958648,0.049815105,0.066615682,1.968629565
ENSG00000232671,RP11-126K1.2,100507670,protein_coding,chr1:151252500-151254405,1.146791022,0.108805972,0.137127595,1.607844482
ENSG00000267119,RPL10P15,NA,pseudogene,chr19:9930817-9931131,1.118170662,0.08441228,0.108630889,1.73074843
ENSG00000135213,POM121C,NA,protein_coding,chr7:75046066-75115548,-1.040062524,0.021704911,0.030623244,-2.306219618
ENSG00000272910,RP11-15L13.4,NA,antisense,chr3:179301050-179301550,-1.128220088,0.105595744,0.133454063,-1.622668059
ENSG00000260693,AC026150.8,NA,lincRNA,chr15:30832296-30838172,-1.172318255,0.097496339,0.12402494,-1.66173383
ENSG00000251023,RP11-549J18.1,NA,sense_intronic,chr5:93196375-93199531,1.091178183,0.068799414,0.08983014,1.825575321
ENSG00000203836,NBPF24,NA,protein_coding,chr1:147574428-147634886,-1.136671756,0.115086461,0.144455892,-1.579820155
ENSG00000221792,MIR1282,100302254,miRNA,chr15:44085857-44085957,1.165648598,0.058796736,0.077755821,1.896141617
ENSG00000071889,FAM3A,60343,protein_coding,chrX:153733350-153744566,1.035880361,0.019637531,0.027865314,2.344410379
ENSG00000250742,RP11-834C11.4,400043,lincRNA,chr12:54519882-54526627,1.091189015,0.056957428,0.075559037,1.910191355
ENSG00000227370,RP4-669P10.19,NA,pseudogene,chr22:42528550-42529005,1.188387336,0.12255247,0.153151896,1.548036003
ENSG00000013375,PGM3,5238,protein_coding,chr6:83870869-83903655,-1.049231811,0.020371823,0.028850134,-2.330458978
ENSG00000108551,RASD1,51655,protein_coding,chr17:17397751-17399709,-1.259605333,0.023193739,0.032610899,-2.280641237
ENSG00000246662,LINC00535,642924,antisense,chr8:94225531-94712661,-1.114849866,0.092242893,0.117897752,-1.688488241
ENSG00000101442,ACTR5,79913,protein_coding,chr20:37377085-37400834,1.038854656,0.03168537,0.043710414,2.157346059
ENSG00000215014,AL645728.1,NA,protein_coding,chr1:1510355-1511373,1.15974666,0.125459062,0.156511271,1.536073073
ENSG00000197989,SNHG12,85028,antisense,chr1:28905050-28909495,-1.054982475,0.031259568,0.043154526,-2.1628013
ENSG00000259394,RP11-244F12.1,NA,pseudogene,chr15:63245372-63246323,1.170899038,0.130348351,0.162114375,1.516430129
ENSG00000204177,BMS1P1,399761,pseudogene,chr10:46737612-46761205,1.27576858,0.107072891,0.135148309,1.615803263
ENSG00000055163,CYFIP2,26999,protein_coding,chr5:156693089-156822606,-1.082184135,0.019993841,0.028343817,-2.337584454
ENSG00000272277,RP1-40E16.12,NA,antisense,chr6:3068279-3069128,-1.162871312,0.10999129,0.138537427,-1.602459
ENSG00000134326,CMPK2,129607,protein_coding,chr2:6980701-7006766,1.10631253,0.02906802,0.040346147,2.19193635
ENSG00000138613,APH1B,83464,protein_coding,chr15:63568217-63601325,1.04659019,0.024969607,0.034951731,2.251940936
ENSG00000241255,RP1-89D4.1,NA,pseudogene,chr11:33258554-33258955,1.111945864,0.104835284,0.132581672,1.626232049
ENSG00000198225,FKBP1C,NA,protein_coding,chr6:63921351-63922929,1.098635589,0.073274733,0.095217748,1.796726249
ENSG00000228327,RP11-206L10.2,100288069,lincRNA,chr1:700237-714006,-1.13444504,0.092720771,0.11845754,-1.686004512
ENSG00000135452,TSPAN31,6302,protein_coding,chr12:58131796-58143994,-1.032660327,0.01916616,0.027235502,-2.353609456
ENSG00000101883,RHOXF1,158800,protein_coding,chrX:119243011-119249847,1.232700065,0.1211542,0.151532076,1.553870447
ENSG00000087494,PTHLH,5744,protein_coding,chr12:28111017-28125638,1.205255512,0.077961373,0.100885983,1.768027349
ENSG00000238172,RPS2P35,NA,pseudogene,chr9:102879037-102879933,1.167456683,0.112528852,0.141459202,1.591082644
ENSG00000210049,MT-TF,NA,Mt_tRNA,chrM:577-647,-1.162675488,0.049607046,0.066350262,-1.970434946
ENSG00000103184,SEC14L5,9717,protein_coding,chr16:5008318-5069159,1.191838412,0.026096874,0.036433937,2.234631471
ENSG00000241186,TDGF1,6997,protein_coding,chr3:46616045-46668033,-1.421009266,0.104539357,0.132239615,-1.627624517
ENSG00000245556,CTD-2037K23.2,728769,lincRNA,chr5:77638189-77656331,1.058515393,0.044093296,0.059419155,2.020779483
ENSG00000213250,RBMS2P1,NA,pseudogene,chr12:94817520-94818745,-1.123507335,0.099981387,0.126937513,-1.649480007
ENSG00000132604,TERF2,7014,protein_coding,chr16:69389464-69442474,1.02783055,0.021477076,0.030322381,2.310268303
ENSG00000170091,NSG2,51617,protein_coding,chr5:173472607-173670504,1.180755512,0.068848942,0.089888161,1.825247694
ENSG00000273073,RP11-109E12.1,NA,lincRNA,chr2:132219394-132221188,1.180980644,0.119980372,0.150190477,1.558809377
ENSG00000225778,PROSER2-AS1,219731,antisense,chr10:11891612-11936699,-1.175935772,0.083303215,0.107329909,-1.736988383
ENSG00000123179,EBPL,84650,protein_coding,chr13:50234859-50265611,1.074337594,0.033687284,0.046293841,2.132514251
ENSG00000178146,RP1-232L22__B.1,NA,pseudogene,chrX:101033942-101035511,-1.150970564,0.118877045,0.14890801,-1.563486441
ENSG00000258469,CHMP4BP1,NA,pseudogene,chr14:55765362-55765949,1.171878092,0.124905061,0.155866936,1.538336347
ENSG00000168852,TPTE2P5,NA,pseudogene,chr13:41396432-41495890,1.104987288,0.093422694,0.119310288,1.68237498
ENSG00000257551,HLA-AS1,100873924,antisense,chr1:221006105-221053482,1.171751458,0.129059483,0.160626766,1.521551609
ENSG00000165300,SLITRK5,26050,protein_coding,chr13:88324870-88331871,1.174548271,0.125962465,0.157092119,1.534023277
ENSG00000228264,RP11-350G8.7,NA,pseudogene,chr1:154386845-154387613,-1.142712457,0.125929049,0.157059871,-1.534159143
ENSG00000230162,RP11-97N5.2,NA,pseudogene,chrX:135024637-135029298,1.165576496,0.137947015,0.170767672,1.487011681
ENSG00000262837,RP11-304F15.7,NA,lincRNA,chr17:47911601-47913816,1.137853342,0.1260017,0.157131621,1.533863787
ENSG00000241547,RP11-4K3__A.5,NA,pseudogene,chr1:27651820-27652287,-1.136105589,0.11468406,0.14401169,-1.581578929
ENSG00000185909,KLHDC8B,200942,protein_coding,chr3:49209044-49213917,1.060098533,0.018495657,0.026345376,2.367043101
ENSG00000250859,HNRNPKP1,NA,pseudogene,chr5:126847156-126848534,1.141401896,0.113815696,0.142964458,1.585390972
ENSG00000271380,RP11-307C12.12,NA,antisense,chr1:154934301-154935099,1.085088745,0.0737643,0.095829952,1.793659071
ENSG00000235314,LINC00957,NA,lincRNA,chr7:44078770-44081905,1.080174677,0.029255458,0.040590043,2.189371628
ENSG00000233266,HMGB1P31,NA,pseudogene,chr2:54278471-54278897,1.115750814,0.091789335,0.117368581,1.690855184
ENSG00000127507,EMR2,30817,protein_coding,chr19:14843205-14889353,-1.110757632,0.048930018,0.06549953,-1.976354189
ENSG00000125818,PSMF1,9491,protein_coding,chr20:1093906-1160596,1.026422743,0.018511554,0.02636298,2.366719683
ENSG00000017260,ATP2C1,27032,protein_coding,chr3:130569439-130735556,-1.034670848,0.018475878,0.026321192,-2.367445833
ENSG00000124172,ATP5E,514,protein_coding,chr20:57600522-57607437,1.038869896,0.018054372,0.025752482,2.376119837
ENSG00000181072,CHRM2,1129,protein_coding,chr7:136553416-136705002,-1.114889828,0.018972518,0.026984319,-2.357446167
ENSG00000169894,MUC3A,4584,protein_coding,chr7:100547187-100611118,1.104554221,0.034196481,0.04693152,2.126400969
ENSG00000185112,FAM43A,131583,protein_coding,chr3:194406622-194409762,1.121431618,0.027037726,0.037658913,2.22067469
ENSG00000179262,RAD23A,5886,protein_coding,chr19:13056669-13064456,1.040652783,0.018378226,0.026192848,2.369439775
ENSG00000231672,DIRC3,NA,protein_coding,chr2:218148742-218621316,1.087899016,0.05906892,0.078080989,1.894093767
ENSG00000185483,ROR1,4919,protein_coding,chr1:64239693-64647181,1.085255253,0.023888966,0.033522628,2.269184736
ENSG00000146376,ARHGAP18,93663,protein_coding,chr6:129897277-130031370,-1.062719845,0.024257966,0.034010579,-2.263221596
ENSG00000249145,RP11-774O3.2,NA,lincRNA,chr4:8321903-8325590,1.168010079,0.131313806,0.163168632,1.512619572
ENSG00000246695,RASSF8-AS1,NA,antisense,chr12:26092262-26112698,1.039821048,0.027768204,0.038640086,2.210126157
ENSG00000248538,RP11-10A14.5,101929128,lincRNA,chr8:9046521-9060364,-1.142191593,0.095438824,0.121623487,-1.672070679
ENSG00000224812,TMEM72-AS1,220980,antisense,chr10:45306472-45455137,1.13848753,0.106000827,0.133915637,1.62077793
ENSG00000273262,RP11-18I14.11,NA,antisense,chr10:104242796-104243316,1.144901187,0.121492379,0.151891056,1.552454527
ENSG00000240591,RP11-247I13.11,NA,antisense,chr22:31850237-31860190,-1.165011418,0.127222883,0.158549848,-1.528918981
ENSG00000227477,STK4-AS1,100505826,lincRNA,chr20:43592435-43595043,1.149961876,0.132871792,0.165035486,1.506516103
ENSG00000182600,C2orf82,389084,protein_coding,chr2:233721980-233743418,1.092981042,0.083435728,0.107480651,1.736239283
ENSG00000212916,MAP10,54627,protein_coding,chr1:232940643-232946092,-1.06051285,0.035120228,0.048088124,-2.115507421
ENSG00000232677,LINC00665,100506930,lincRNA,chr19:36803969-36822620,1.049718181,0.026122609,0.036457618,2.234243956
ENSG00000169136,ATF5,22809,protein_coding,chr19:50431959-50437192,1.099746246,0.029881382,0.041381114,2.18090873
ENSG00000136286,MYO1G,64005,protein_coding,chr7:45002261-45018697,1.10803131,0.054561756,0.072556975,1.929071018
ENSG00000074266,EED,8726,protein_coding,chr11:85955586-85989855,-1.03587368,0.02564986,0.035838751,-2.241416246
ENSG00000198721,ECI2,10455,protein_coding,chr6:4115923-4135831,1.032855351,0.018403352,0.026225061,2.36892584
ENSG00000183340,JRKL,8690,protein_coding,chr11:96123153-96240738,1.039958557,0.028909863,0.04013735,2.194111566
ENSG00000210100,MT-TI,NA,Mt_tRNA,chrM:4263-4331,-1.199862518,0.034763426,0.047630959,-2.119685641
